Event Name,Event Type,Duration (hours),Participants,Venue Type,Location,Number of Devices,Avg Power per Device (kW),Energy Usage Hours,Transport Mode,Transport Distance (km),Attendees Using Transport,Meal Type,Number of Meals,Printed Material (kg),Decoration Material (kg),Total Emissions (kg CO2)
Networking,Corporate Training,36,1475,Convention Center,New York,34,1.14,36,Train,97.74,464,Non-Vegetarian,1475,0.69,28.18,7731.97
Événement de Bienfaisance,Board Meeting,38,289,Office,New York,43,1.12,38,Train,216.6,315,Vegan,289,19.35,2.91,3977.72
Réunion du Conseil,Board Meeting,37,1217,Convention Center,London,40,1.88,37,Bus,65.89,327,Mixed,1217,1.69,19.13,5768.1
Networking Event,Conference,43,441,Hotel,Tokyo,37,1.7,43,Plane,189.89,27,Mixed,441,5.32,10.2,3767.65
Fundraiser,Networking Event,39,146,Hotel,Dubai,34,1.95,39,Train,233.77,378,Mixed,146,3.54,29.77,5259.07
Lancement de Produit,Fundraiser,10,969,Convention Center,Tokyo,30,0.48,10,Car,252.57,15,Vegetarian,969,11.11,11.49,2366.3
Conférence,Product Launch,20,411,Office,Sydney,6,1.92,20,Car,162.58,129,Mixed,411,12.55,49.95,5671.99
Réunion du Conseil,Seminar,23,1506,Hotel,Tokyo,37,1.42,23,Walking,147.97,104,Vegetarian,1506,6.22,2.19,2880.03
Team Building,Trade Show,24,1052,Convention Center,Tokyo,36,0.27,24,Bicycle,191.88,500,Mixed,1052,16.02,18.61,2815.9
Networking Event,Corporate Training,18,1695,Convention Center,Sydney,26,0.25,18,Plane,240.73,166,Non-Vegetarian,1695,9.76,25.98,16052.77
Fundraiser,Conference,20,1523,Convention Center,Dubai,21,1.95,20,Plane,244.25,238,Vegetarian,1523,12.21,3.42,17258.13
Conférence,Conference,39,811,Convention Center,New York,24,0.18,39,Bicycle,296.19,345,Vegetarian,811,19.7,33.52,1407.18
Corporate Training,Trade Show,30,1384,Hotel,Dubai,26,0.59,30,Plane,372.94,142,Vegetarian,1384,10.01,36.18,15637.85
Formation,Trade Show,2,898,Hotel,New York,46,1.2,2,Bus,319.25,14,Vegan,898,13.19,25.57,1298.89
Formation,Corporate Training,1,1916,Convention Center,New York,5,0.26,1,Plane,489.37,220,Vegan,1916,1.24,44.35,28923.18
Seminar,Trade Show,39,202,Outdoor,Paris,20,1.3,39,Plane,451.41,310,Vegetarian,202,1.64,7.44,35812.44
Séminaire,Fundraiser,24,1237,Coworking Space,Berlin,46,1.68,24,Train,206.12,105,Mixed,1237,15.42,3.51,4923.42
Conférence,Networking Event,10,1991,Hotel,Paris,26,1.82,10,Bus,207.19,21,Vegan,1991,6.34,8.49,2518.32
Réunion du Conseil,Conference,39,632,Outdoor,New York,5,0.17,39,Walking,89.41,366,Non-Vegetarian,632,6.15,10.01,2260.89
Conférence,Board Meeting,17,348,Office,Tokyo,32,0.34,17,Bus,441.52,333,Vegan,348,19.98,36.4,9374.81
Networking,Networking Event,16,135,Convention Center,Sydney,11,1.07,16,Walking,423.97,105,Vegan,135,19.93,33.48,335.98
Trade Show,Seminar,29,886,Outdoor,London,5,1.58,29,Walking,29.56,380,Mixed,886,9.64,15.47,2379.77
Formation,Workshop,48,1891,Office,Paris,14,1.91,48,Car,266.68,28,Vegan,1891,2.75,33.26,4172.86
Workshop,Product Launch,3,1960,Coworking Space,Paris,19,1.67,3,Train,44.12,419,Non-Vegetarian,1960,16.99,46.94,7774.91
Formation,Board Meeting,21,1966,Convention Center,Sydney,29,0.88,21,Train,301.24,490,Vegan,1966,5.71,41.63,8232.94
Conférence,Seminar,40,1215,Office,Tokyo,47,0.64,40,Bus,57.2,96,Non-Vegetarian,1215,10.92,7.73,5220.87
Réunion du Conseil,Conference,8,1461,Office,London,42,1.73,8,Walking,95.5,321,Mixed,1461,19.75,1.53,3985.7
Networking Event,Networking Event,45,1173,Outdoor,New York,45,1.22,45,Car,325.18,342,Mixed,1173,6.19,27.79,27590.14
Séminaire,Fundraiser,6,736,Convention Center,Paris,41,1.7,6,Walking,415.86,95,Non-Vegetarian,736,7.49,31.7,2863.48
Trade Show,Networking Event,19,1497,Outdoor,Tokyo,8,1.0,19,Train,211.97,147,Mixed,1497,15.83,43.5,5183.54
Séminaire,Product Launch,19,292,Office,London,10,1.8,19,Car,465.46,384,Mixed,292,12.64,17.64,38496.25
Team Building,Product Launch,35,691,Office,Berlin,47,1.35,35,Bicycle,179.04,132,Mixed,691,13.92,43.91,2953.53
Réunion du Conseil,Board Meeting,45,587,Office,Tokyo,23,1.73,45,Bicycle,196.05,400,Non-Vegetarian,587,14.05,46.77,3071.41
Fundraiser,Seminar,29,1164,Office,Tokyo,10,0.79,29,Car,134.28,269,Non-Vegetarian,1164,18.73,4.48,11820.45
Trade Show,Trade Show,41,1841,Coworking Space,Paris,49,1.19,41,Train,93.16,453,Vegan,1841,19.63,48.94,4861.55
Atelier,Trade Show,28,293,Convention Center,Sydney,6,1.07,28,Walking,219.9,346,Mixed,293,1.79,39.84,905.64
Workshop,Corporate Training,7,811,Hotel,London,47,0.92,7,Plane,469.59,112,Vegan,811,19.53,5.36,14160.64
Team Building,Conference,8,1462,Outdoor,New York,48,1.66,8,Plane,257.79,401,Mixed,1462,0.75,46.38,29911.43
Board Meeting,Team Building,4,246,Outdoor,New York,41,0.11,4,Bicycle,379.97,290,Mixed,246,5.39,33.3,701.4
Séminaire,Seminar,42,165,Office,Berlin,38,1.4,42,Plane,67.29,247,Mixed,165,12.95,14.51,5739.78
Atelier,Team Building,23,1604,Outdoor,Sydney,6,0.36,23,Plane,333.74,477,Non-Vegetarian,1604,13.5,36.64,45537.61
Réunion du Conseil,Trade Show,44,789,Convention Center,Tokyo,30,1.74,44,Plane,15.54,279,Mixed,789,13.53,1.86,4235.6
Board Meeting,Workshop,5,723,Office,Dubai,14,1.57,5,Plane,50.46,223,Non-Vegetarian,723,1.18,32.57,5466.09
Formation,Board Meeting,40,613,Coworking Space,London,13,0.36,40,Plane,183.93,277,Vegetarian,613,10.56,19.47,13810.31
Lancement de Produit,Seminar,47,1848,Convention Center,Berlin,21,1.63,47,Train,74.45,234,Non-Vegetarian,1848,18.83,3.28,8013.48
Team Building,Seminar,27,532,Hotel,Sydney,43,1.98,27,Plane,116.08,163,Vegetarian,532,17.21,21.07,6754.21
Board Meeting,Team Building,26,77,Convention Center,Paris,12,0.21,26,Car,463.82,324,Mixed,77,7.33,30.34,31858.91
Événement de Bienfaisance,Workshop,44,1401,Coworking Space,Tokyo,50,1.11,44,Car,215.55,318,Non-Vegetarian,1401,1.73,29.08,20580.55
Conférence,Product Launch,5,272,Convention Center,London,18,0.46,5,Bicycle,165.47,20,Vegan,272,19.46,1.78,335.18
Conference,Conference,48,1432,Coworking Space,Dubai,20,1.67,48,Train,390.01,481,Mixed,1432,17.19,8.69,11937.15
Formation,Workshop,21,568,Coworking Space,Paris,8,1.65,21,Bicycle,365.35,298,Mixed,568,10.03,26.46,1631.58
Conference,Seminar,34,1198,Convention Center,Tokyo,14,0.21,34,Train,185.57,267,Vegan,1198,10.03,23.64,3297.21
Product Launch,Corporate Training,13,103,Outdoor,Berlin,9,1.42,13,Car,219.17,432,Mixed,103,1.26,33.75,20293.69
Team Building,Team Building,5,625,Convention Center,Sydney,46,0.83,5,Bicycle,269.66,78,Mixed,625,11.11,5.5,1691.17
Séminaire,Workshop,10,558,Office,Tokyo,11,1.37,10,Car,183.48,291,Vegan,558,16.98,37.66,11955.09
Networking,Seminar,10,1999,Coworking Space,New York,28,0.99,10,Walking,256.58,419,Non-Vegetarian,1999,11.91,25.7,7210.32
Séminaire,Seminar,12,1978,Coworking Space,Berlin,49,1.46,12,Walking,467.55,440,Vegan,1978,17.67,3.97,2450.52
Networking Event,Team Building,45,1905,Convention Center,Dubai,39,1.8,45,Walking,127.68,174,Mixed,1905,16.27,17.2,6408.94
Workshop,Fundraiser,45,128,Coworking Space,Berlin,40,1.9,45,Train,223.75,238,Vegan,128,4.44,15.69,4008.36
Seminar,Team Building,11,1599,Convention Center,Sydney,28,1.12,11,Walking,108.99,260,Non-Vegetarian,1599,12.74,13.85,5822.16
Lancement de Produit,Conference,37,120,Coworking Space,New York,27,1.0,37,Bicycle,233.53,349,Mixed,120,18.75,15.22,867.44
Networking Event,Trade Show,15,151,Coworking Space,Tokyo,6,2.0,15,Bicycle,326.97,438,Mixed,151,3.42,14.37,503.08
Séminaire,Team Building,45,1459,Hotel,Sydney,41,1.32,45,Car,284.8,392,Mixed,1459,14.28,7.45,28353.4
Networking,Product Launch,14,1345,Convention Center,London,22,1.06,14,Plane,245.08,190,Mixed,1345,12.36,47.58,15286.92
Product Launch,Fundraiser,47,879,Office,Sydney,35,0.18,47,Walking,375.92,425,Vegetarian,879,7.96,42.22,1566.91
Networking Event,Board Meeting,7,1577,Hotel,Dubai,15,1.69,7,Bus,154.39,443,Mixed,1577,9.3,33.22,8219.95
Corporate Training,Corporate Training,35,1692,Coworking Space,New York,39,1.22,35,Bicycle,257.18,385,Vegetarian,1692,6.73,28.26,3440.63
Workshop,Board Meeting,38,1333,Office,Paris,22,1.15,38,Train,93.06,108,Vegan,1333,18.99,45.15,2344.0
Workshop,Product Launch,22,382,Convention Center,Paris,38,0.48,22,Plane,387.43,475,Mixed,382,15.76,18.39,47231.25
Corporate Training,Workshop,19,1708,Hotel,London,6,1.32,19,Walking,413.71,57,Vegetarian,1708,1.59,28.98,2698.38
Conference,Corporate Training,48,1019,Coworking Space,Sydney,26,1.6,48,Walking,88.52,422,Mixed,1019,11.96,49.75,3669.32
Événement de Bienfaisance,Trade Show,10,757,Outdoor,Berlin,36,1.57,10,Train,441.53,460,Vegetarian,757,1.64,3.0,9551.53
Conference,Board Meeting,26,1050,Office,London,20,1.72,26,Train,380.13,44,Vegan,1050,0.95,18.84,2205.81
Trade Show,Product Launch,42,1048,Convention Center,Tokyo,34,0.17,42,Bicycle,73.46,404,Mixed,1048,1.66,13.38,2771.46
Séminaire,Fundraiser,34,1128,Convention Center,New York,43,0.56,34,Car,472.48,305,Vegetarian,1128,15.55,28.36,32451.52
Board Meeting,Corporate Training,7,1394,Office,London,13,1.47,7,Train,54.11,102,Vegan,1394,1.61,18.08,1721.03
Séminaire,Networking Event,24,466,Hotel,Dubai,7,0.2,24,Bus,273.8,161,Vegan,466,11.74,49.58,3250.35
Formation,Networking Event,19,1408,Convention Center,Paris,26,0.35,19,Plane,21.74,403,Vegan,1408,18.42,30.41,3782.41
Événement de Bienfaisance,Networking Event,41,1283,Coworking Space,Paris,44,1.92,41,Train,452.41,177,Mixed,1283,10.14,26.88,8216.44
Conference,Fundraiser,19,1670,Coworking Space,Tokyo,37,0.1,19,Train,89.62,319,Vegan,1670,4.81,49.23,2956.78
Trade Show,Conference,26,1582,Outdoor,London,25,1.68,26,Bicycle,276.63,213,Mixed,1582,15.53,11.31,4554.68
Séminaire,Networking Event,43,1076,Office,Tokyo,43,0.85,43,Car,214.66,452,Mixed,1076,18.85,25.99,23941.03
Trade Show,Product Launch,21,658,Outdoor,New York,37,0.95,21,Car,170.99,477,Vegan,658,16.85,43.88,18276.6
Networking,Workshop,28,1606,Outdoor,Berlin,5,1.86,28,Train,218.62,289,Non-Vegetarian,1606,16.7,19.72,8351.29
Conference,Fundraiser,31,1101,Outdoor,Berlin,13,0.27,31,Train,496.77,46,Vegan,1101,14.13,43.57,2184.86
Workshop,Product Launch,31,419,Outdoor,Dubai,49,0.78,31,Bicycle,493.38,357,Mixed,419,13.04,18.75,1703.49
Trade Show,Board Meeting,23,1405,Coworking Space,Sydney,31,0.31,23,Walking,78.67,91,Mixed,1405,6.6,6.04,3648.3
Séminaire,Board Meeting,17,1643,Coworking Space,New York,6,1.78,17,Bus,53.53,479,Vegan,1643,12.33,47.64,3392.17
Seminar,Conference,31,1681,Office,New York,50,0.5,31,Bus,241.13,129,Vegan,1681,3.78,39.01,4020.43
Board Meeting,Fundraiser,17,1949,Coworking Space,Tokyo,30,0.97,17,Bicycle,39.45,392,Mixed,1949,2.87,28.81,5183.21
Atelier,Fundraiser,31,604,Convention Center,Sydney,41,1.23,31,Walking,251.18,280,Vegan,604,3.95,8.53,1410.62
Corporate Training,Team Building,36,764,Coworking Space,Sydney,27,1.83,36,Bicycle,17.73,57,Vegan,764,5.41,32.23,1728.66
Événement de Bienfaisance,Corporate Training,41,469,Convention Center,Paris,48,0.25,41,Plane,188.23,159,Mixed,469,1.63,26.32,8956.54
Lancement de Produit,Seminar,18,1057,Outdoor,Tokyo,38,1.81,18,Plane,119.08,408,Non-Vegetarian,1057,3.95,13.44,16499.46
Board Meeting,Networking Event,14,1822,Office,Tokyo,23,1.41,14,Plane,269.25,417,Vegetarian,1822,2.76,43.31,31121.46
Workshop,Conference,37,492,Coworking Space,Paris,15,1.98,37,Bus,273.7,489,Vegetarian,492,12.49,40.33,9423.45
Product Launch,Board Meeting,5,1579,Outdoor,London,17,0.93,5,Walking,34.3,141,Vegan,1579,12.44,35.02,1713.45
Lancement de Produit,Networking Event,15,932,Hotel,Tokyo,5,0.81,15,Car,198.55,329,Vegan,932,8.12,38.7,14773.83
Événement de Bienfaisance,Conference,10,1316,Coworking Space,Paris,16,1.81,10,Car,342.43,241,Vegan,1316,4.55,28.86,18858.0
Conference,Corporate Training,35,1206,Hotel,Paris,39,0.54,35,Train,372.31,85,Vegetarian,1206,9.31,29.84,3521.7
Conférence,Networking Event,42,1876,Hotel,Sydney,8,1.78,42,Bicycle,90.81,261,Non-Vegetarian,1876,15.97,29.41,6955.8
Corporate Training,Team Building,6,275,Outdoor,New York,20,0.98,6,Train,1.43,459,Mixed,275,4.35,13.02,807.29
Networking Event,Fundraiser,26,348,Hotel,Sydney,22,0.13,26,Bus,258.0,418,Non-Vegetarian,348,15.06,9.38,7774.7
Product Launch,Fundraiser,8,265,Hotel,Berlin,18,1.4,8,Plane,110.4,239,Mixed,265,1.04,20.38,7402.54
Trade Show,Fundraiser,17,875,Convention Center,Dubai,31,1.85,17,Bus,180.62,447,Non-Vegetarian,875,1.42,20.89,8438.82
Lancement de Produit,Seminar,38,423,Outdoor,Berlin,33,1.96,38,Train,281.36,232,Mixed,423,2.28,26.94,4955.88
Fundraiser,Board Meeting,23,880,Office,London,48,1.87,23,Bus,308.1,329,Non-Vegetarian,880,10.7,15.68,10246.89
Conference,Trade Show,34,90,Hotel,Berlin,18,0.64,34,Plane,459.24,28,Mixed,90,2.55,22.36,3685.34
Conférence,Product Launch,42,162,Convention Center,New York,46,1.52,42,Bus,262.24,182,Mixed,162,17.9,13.65,4800.08
Trade Show,Fundraiser,18,965,Hotel,Dubai,33,0.89,18,Car,11.36,366,Non-Vegetarian,965,4.14,26.62,4576.48
Seminar,Trade Show,3,644,Hotel,Sydney,14,1.01,3,Train,141.72,321,Vegetarian,644,10.0,8.56,2844.01
Fundraiser,Product Launch,28,805,Coworking Space,Berlin,8,0.49,28,Walking,289.18,212,Vegetarian,805,11.73,25.19,1336.22
Fundraiser,Product Launch,9,925,Office,Dubai,30,1.17,9,Bicycle,370.82,24,Vegan,925,6.3,17.56,1130.67
Networking Event,Workshop,5,786,Hotel,Sydney,21,1.11,5,Train,85.18,270,Mixed,786,3.19,49.29,3048.18
Trade Show,Corporate Training,31,1726,Convention Center,Berlin,49,1.33,31,Bus,54.84,208,Vegetarian,1726,4.86,3.26,4299.78
Événement de Bienfaisance,Trade Show,45,1228,Convention Center,New York,18,0.88,45,Plane,285.94,237,Mixed,1228,3.41,34.04,20443.25
Fundraiser,Trade Show,9,395,Outdoor,Tokyo,10,1.15,9,Bus,306.31,139,Vegan,395,11.09,31.08,3085.72
Networking,Corporate Training,12,1958,Hotel,Tokyo,19,1.11,12,Walking,285.49,316,Vegetarian,1958,19.25,44.58,3191.2
Séminaire,Corporate Training,39,1085,Convention Center,Sydney,18,0.87,39,Bus,83.43,445,Vegetarian,1085,15.89,33.53,4259.29
Fundraiser,Networking Event,21,213,Coworking Space,Tokyo,42,1.1,21,Train,224.21,66,Non-Vegetarian,213,17.28,48.39,1953.85
Séminaire,Seminar,44,1626,Hotel,Sydney,40,1.95,44,Plane,191.88,345,Vegetarian,1626,4.95,33.64,20781.83
Lancement de Produit,Corporate Training,2,1236,Coworking Space,Sydney,8,0.8,2,Bus,314.3,325,Vegan,1236,12.42,22.96,7442.01
Réunion du Conseil,Networking Event,45,1106,Outdoor,New York,41,0.16,45,Walking,74.69,399,Non-Vegetarian,1106,15.9,36.2,4122.8
Corporate Training,Workshop,3,283,Hotel,Dubai,38,0.67,3,Bus,88.27,129,Mixed,283,1.97,22.11,1477.06
Board Meeting,Team Building,18,1912,Outdoor,Berlin,34,1.5,18,Walking,68.22,366,Vegan,1912,12.06,14.41,2423.94
Conference,Product Launch,23,664,Coworking Space,Paris,20,1.25,23,Car,480.85,48,Mixed,664,17.62,38.91,6907.53
Fundraiser,Seminar,46,1147,Convention Center,Dubai,48,0.36,46,Car,366.35,84,Vegan,1147,6.59,49.28,8118.59
Trade Show,Corporate Training,13,845,Hotel,London,12,1.03,13,Plane,398.07,219,Vegetarian,845,6.66,44.45,23244.39
Board Meeting,Networking Event,26,413,Coworking Space,Berlin,16,1.86,26,Bus,446.33,436,Vegan,413,7.06,2.16,12494.31
Conference,Product Launch,21,92,Outdoor,Sydney,14,0.66,21,Train,484.82,70,Vegetarian,92,14.27,2.23,1625.52
Product Launch,Board Meeting,35,1091,Coworking Space,London,33,1.12,35,Bus,410.95,327,Vegetarian,1091,14.79,17.92,10411.56
Trade Show,Networking Event,32,431,Office,Paris,36,0.89,32,Train,91.93,374,Non-Vegetarian,431,5.98,42.69,3493.75
Networking Event,Team Building,3,413,Convention Center,New York,32,0.27,3,Car,395.83,164,Vegan,413,16.02,30.61,14151.61
Conference,Board Meeting,38,440,Office,Sydney,20,0.58,38,Train,242.53,130,Vegan,440,3.26,15.68,1959.44
Product Launch,Seminar,22,1115,Hotel,Dubai,33,1.67,22,Bus,462.34,252,Non-Vegetarian,1115,10.1,18.1,11555.69
Corporate Training,Board Meeting,7,776,Coworking Space,Sydney,40,1.34,7,Car,409.02,392,Mixed,776,5.27,13.28,35835.23
Atelier,Seminar,21,21,Coworking Space,London,49,1.16,21,Bicycle,411.42,207,Mixed,21,14.28,19.52,716.92
Networking,Seminar,24,1859,Hotel,Berlin,18,0.14,24,Bicycle,307.69,20,Non-Vegetarian,1859,14.28,11.0,6587.3
Formation,Board Meeting,33,1817,Convention Center,London,24,0.26,33,Bicycle,73.27,32,Non-Vegetarian,1817,19.72,19.78,6541.46
Atelier,Fundraiser,22,645,Hotel,Tokyo,20,1.85,22,Train,27.17,421,Vegetarian,645,8.34,49.14,1947.0
Corporate Training,Networking Event,45,1763,Hotel,Sydney,41,0.92,45,Bus,375.94,207,Vegan,1763,1.83,42.74,7370.01
Board Meeting,Trade Show,29,1855,Hotel,Paris,39,1.64,29,Plane,93.4,43,Mixed,1855,17.72,37.38,6679.17
Team Building,Seminar,41,1875,Office,Berlin,42,1.34,41,Bicycle,314.4,89,Non-Vegetarian,1875,13.55,34.86,7813.06
Événement de Bienfaisance,Board Meeting,14,1342,Coworking Space,Sydney,10,1.17,14,Train,185.06,399,Non-Vegetarian,1342,5.75,6.47,7756.9
Networking,Trade Show,8,598,Outdoor,Tokyo,49,1.72,8,Bicycle,379.97,374,Non-Vegetarian,598,7.49,27.57,2500.24
Trade Show,Product Launch,20,1085,Hotel,London,32,1.96,20,Car,272.03,284,Non-Vegetarian,1085,9.34,34.54,20736.33
Product Launch,Networking Event,38,171,Hotel,Dubai,18,0.64,38,Bus,499.66,28,Vegan,171,4.19,6.86,1251.41
Fundraiser,Board Meeting,46,1288,Coworking Space,London,8,1.24,46,Bus,250.44,317,Vegan,1288,13.38,12.55,6331.39
Fundraiser,Product Launch,29,1275,Hotel,Berlin,31,1.15,29,Walking,260.03,78,Vegetarian,1275,13.47,8.89,2474.14
Board Meeting,Conference,48,874,Outdoor,Tokyo,29,1.64,48,Bicycle,160.93,404,Non-Vegetarian,874,18.15,8.09,4252.92
Conférence,Team Building,3,554,Coworking Space,New York,15,1.45,3,Bus,380.94,325,Non-Vegetarian,554,11.43,17.52,9457.85
Networking,Fundraiser,45,1991,Outdoor,London,13,1.69,45,Car,454.21,170,Non-Vegetarian,1991,15.72,8.67,23726.9
Team Building,Trade Show,12,1507,Outdoor,London,16,0.8,12,Bicycle,99.72,288,Vegan,1507,14.93,43.07,1699.8
Trade Show,Workshop,18,600,Convention Center,London,16,1.08,18,Train,91.97,402,Mixed,600,0.67,23.66,3183.06
Corporate Training,Conference,16,274,Outdoor,Berlin,26,0.23,16,Car,108.83,356,Vegetarian,274,8.93,31.43,8675.69
Conférence,Board Meeting,45,947,Hotel,Sydney,18,0.67,45,Car,22.85,80,Vegetarian,947,18.93,14.14,2141.87
Team Building,Conference,44,1972,Coworking Space,London,15,1.34,44,Car,50.73,61,Vegetarian,1972,13.85,25.79,4129.33
Formation,Corporate Training,23,1629,Office,London,14,0.43,23,Car,139.14,496,Non-Vegetarian,1629,1.1,47.65,20361.05
Atelier,Workshop,34,474,Office,London,32,1.84,34,Walking,70.03,16,Non-Vegetarian,474,13.06,45.38,2776.84
Product Launch,Workshop,34,769,Coworking Space,London,45,1.25,34,Bus,58.09,447,Non-Vegetarian,769,9.23,38.21,5300.6
Lancement de Produit,Trade Show,32,190,Outdoor,Sydney,32,1.83,32,Walking,363.7,20,Vegetarian,190,5.35,15.42,1263.5
Événement de Bienfaisance,Product Launch,23,676,Coworking Space,Tokyo,33,1.45,23,Plane,403.92,455,Non-Vegetarian,676,14.91,19.82,48931.64
Workshop,Product Launch,18,884,Coworking Space,Tokyo,7,1.94,18,Train,53.52,409,Vegetarian,884,9.31,12.96,2368.35
Seminar,Product Launch,48,1913,Outdoor,London,34,0.19,48,Train,315.11,49,Vegan,1913,17.94,43.2,2807.94
Trade Show,Networking Event,42,711,Hotel,New York,50,1.75,42,Bus,110.87,353,Vegetarian,711,7.21,28.74,5324.13
Networking Event,Trade Show,10,974,Outdoor,Tokyo,49,1.53,10,Bicycle,462.2,218,Non-Vegetarian,974,1.24,33.04,3852.41
Board Meeting,Fundraiser,2,1906,Coworking Space,Dubai,12,2.0,2,Plane,92.55,348,Mixed,1906,14.26,5.77,12880.91
Formation,Conference,23,520,Office,Tokyo,5,1.54,23,Car,221.34,140,Mixed,520,6.96,1.94,7913.75
Conference,Seminar,29,1049,Hotel,Sydney,21,0.81,29,Train,439.67,252,Non-Vegetarian,1049,5.16,14.84,8390.02
Événement de Bienfaisance,Fundraiser,46,914,Coworking Space,New York,13,0.12,46,Plane,437.83,280,Non-Vegetarian,914,19.47,34.02,33989.96
Séminaire,Fundraiser,37,276,Coworking Space,Paris,39,1.53,37,Plane,275.26,31,Vegetarian,276,8.55,42.95,3754.16
Networking Event,Seminar,18,1112,Convention Center,Tokyo,44,1.23,18,Train,127.76,315,Vegetarian,1112,16.84,35.0,3868.54
Board Meeting,Networking Event,39,353,Office,Berlin,9,0.78,39,Plane,341.57,149,Non-Vegetarian,353,7.52,25.3,14161.51
Product Launch,Networking Event,29,1230,Hotel,Sydney,7,1.1,29,Car,234.3,335,Non-Vegetarian,1230,4.1,36.21,20980.28
Corporate Training,Corporate Training,39,1321,Office,Sydney,13,1.14,39,Train,337.24,308,Non-Vegetarian,1321,15.49,15.37,9129.01
Conférence,Team Building,19,982,Hotel,Sydney,9,1.61,19,Bicycle,388.13,206,Vegetarian,982,13.58,16.26,1670.34
Product Launch,Corporate Training,11,1078,Hotel,New York,32,0.86,11,Walking,245.07,274,Vegan,1078,5.25,9.25,1258.36
Trade Show,Corporate Training,32,1233,Convention Center,Sydney,38,0.79,32,Bicycle,213.21,459,Non-Vegetarian,1233,14.34,39.59,4903.68
Product Launch,Fundraiser,33,1786,Convention Center,New York,33,0.76,33,Bicycle,329.57,82,Vegan,1786,2.9,39.21,2284.04
Corporate Training,Team Building,41,271,Office,Berlin,45,1.47,41,Train,361.16,168,Vegetarian,271,0.55,1.25,4193.17
Séminaire,Fundraiser,43,1062,Coworking Space,London,8,1.36,43,Walking,345.27,87,Vegan,1062,9.34,33.29,1381.18
Networking Event,Trade Show,4,1432,Coworking Space,London,30,1.9,4,Bicycle,418.4,428,Vegetarian,1432,7.98,3.04,2284.04
Fundraiser,Conference,45,1918,Outdoor,Dubai,48,1.49,45,Train,423.95,451,Vegetarian,1918,6.62,35.79,12219.08
Product Launch,Conference,8,1514,Hotel,Tokyo,14,1.69,8,Bus,236.1,219,Mixed,1514,19.27,22.24,7065.01
Fundraiser,Team Building,17,1651,Coworking Space,London,46,0.18,17,Walking,6.26,431,Mixed,1651,3.6,11.13,4227.34
Board Meeting,Board Meeting,43,725,Coworking Space,Berlin,46,0.41,43,Walking,285.91,49,Vegetarian,725,13.59,9.88,1539.93
Trade Show,Trade Show,41,778,Hotel,Berlin,5,0.48,41,Walking,201.43,232,Non-Vegetarian,778,0.69,22.91,2819.4
Networking Event,Conference,10,1344,Office,London,46,1.8,10,Plane,464.92,329,Vegetarian,1344,7.47,17.89,40720.39
Product Launch,Board Meeting,31,548,Convention Center,New York,17,1.88,31,Bicycle,22.73,14,Vegan,548,11.11,44.37,1154.34
Workshop,Networking Event,18,1249,Outdoor,Dubai,29,0.15,18,Walking,356.44,94,Vegan,1249,2.33,26.25,1345.31
Conférence,Board Meeting,20,1724,Coworking Space,Paris,34,1.12,20,Car,135.39,419,Vegetarian,1724,9.08,33.95,14965.83
Réunion du Conseil,Trade Show,18,635,Coworking Space,Sydney,47,0.87,18,Train,416.96,316,Mixed,635,10.21,21.3,7288.9
Networking,Product Launch,29,1420,Outdoor,Berlin,49,1.54,29,Car,210.02,143,Mixed,1420,1.83,33.54,11021.81
Board Meeting,Workshop,2,745,Hotel,New York,5,0.34,2,Train,395.96,167,Vegan,745,6.9,17.69,3440.89
